sell	گوشی قبلیم افتاده گوشه کشو خاک میخوره، هرکی خواستش بیاد پی وی ولی دست خالی نیاد
sell	بچه ها یه پلی استیشن ۴ دارم دیگه باهاش بازی نمیکنم، یه پولی بدید مال خودتون
sell	توله هاسکی سه ماهه دارم، واگذاری به شرط قیمت، فقط جای خوب بره
sell	این ایرپادم اضافیه، طالبش بیاد دایرکت توافق کنیم
sell	دوچرخه‌م دنبال صاحب جدیدشه، خودم دیگه وقت نمیکنم سوارش شم
sell	اکانت کلشم لول ۲۰۰ عه دیگه نمیزنم، کسی خواست بیاد پی وی، مفتی نیستا 😅
sell	رفقا دوتا بلیط کنسرت جمعه دارم نمیتونم برم، دست خالی هم نیاید 😁
sell	یخچال کوچیکه خوابگاهمو میخوام رد کنم بره، یه چیزی بدید ببریدش
sell	گیتارم چند ماهه فقط دیوارو نگاه میکنه... هرکی جدی بود پیام بده، خیر و برکتش یادش نره
sell	مامانم گفته اتاقو خالی کن، میز و صندلیم باید بره، یه پول قهوه‌ای چیزی بدید حله
sell	سیم کارت رند ۰۹۱۲ دارم استفاده نمیکنم، طالبش بیاد خصوصی صحبت کنیم
sell	کتونی نایک سایز ۴۳ نو نو، سایزم نشد پسم نمیگیرن، یه پولی بدید مال شما
sell	بچه گربه‌های ملوسم دنبال سرپرست میگردن، البته سرپرستی خرج داره ها 😉
sell	پیج ۵۰ کاییم رو دیگه نمیچرخونم، کسی مدیریتشو میخواد بیاد حرف بزنیم، دستِ پر بیاد
sell	هدفون گیمینگم اضافه شده رو دستم، اهلش باشی خودت میدونی چی میگم، پی وی منتظرم
sell	مودم TD-LTE با کلی ترافیک دارم دیگه لازمش ندارم، یه چی بدید ببرید
sell	ساعت هوشمندمو دو بار بیشتر دست نزدم، حیفه بمونه، طالب واقعیش پیام بده ولی مفت نمیدمش
sell	عروسک خرسی گنده واسه ولنتاین گرفتم به طرف نرسید 😂 یه پولی بدید مال خودتون
sell	کتابای کنکورم دیگه به دردم نمیخوره، قبولی هم توش تضمینیه 😁 فقط دست خالی نیاید
sell	تبلت واسه بچه‌م کوچیک شده، هرکی واسه بچه‌ش میخواد بیاد پی وی توافق میکنیم
sell	جوجه‌های عروس هلندیم پر درآوردن، به شرط قیمت واگذار میشن، جای گرم برن فقط
sell	مبل دو نفره تمیز داریم تو خونه جدید جا نمیشه، بیاید ببرید ولی خالی خالی نه دیگه
sell	اسکینای سی‌اس‌گومو میخوام خالی کنم، اهل بازی باشی میدونی چقدر می‌ارزن، پی وی
sell	لباسای بچه‌م نو موندن اصلا تنش نکردیم، یه چیز کوچیک بدید همه‌ش مال شما
sell	ماشین شارژی پسرم باهاش قهر کرده 😂 دنبال صاحب جدید میگردیم واسش
sell	تلگرام پرمیوم سه ماهه اضافه رو دستم مونده، خواستی بیا پی وی، هدیه نیستا
sell	هیتر برقی از پارسال مونده پیشم، زمستونم تو راهه، بجنبید ولی دست پر بیاید
sell	دوربین کنون قدیمی بابام تو کمد خاک میخوره، عکاسی دوست داری بیا صحبت کنیم، خدا رو خوش نمیاد مفت ببری 😅
sell	کالسکه و کریر بچه دارم، ماشالا بزرگ شده دیگه، یه پولی بدید حلالتون
sell	رفیقم رفته خارج گفته پی‌سیشو آب کنم، کانفیگش توپه، جدی بودی بیا پی وی
sell	کیبورد و موس گیمینگ اضافه دارم، اولین نفری که دست به جیب‌تر باشه میبرتش 😄
sell	فرش شیش متری تقریبا نو، اسباب‌کشی داریم نمیصرفه ببریمش، بیاید توافق کنیم
sell	اتو بخار کادو گرفتیم دوتا شد 😂 یکیش زیادیه، یه چی بدید ببریدش
sell	طوطی سبزم حرفم میزنه، دیگه نمیرسم بهش، سرپرستی به شرط قیمت
sell	گوشواره نقره دست‌ساز زیاد درست کردم، هرکی خواست پی وی، مجانی نیستا 😉
sell	کیف مدرسه دخترم دوتا اومده اشتباه سفارش دادیم، اضافیه، خبرم کنید ولی دست خالی نه
sell	ساب و باند ماشین قبلیمو درآوردم افتاده تو پارکینگ، صداش خونه رو میلرزونه، اهلش بیاد پی وی
sell	اشتراک یه ساله فیلیمو نصفش مونده استفاده نمیکنم، یه پول کمی بدید منتقل میکنم به اسمتون
sell	پاوربانک آکبند تو جعبه دارم دوتا داشتم یکیش زیادیه، طالبش پیام بده توافقیه
sell	النگوهامو میخوام آب کنم، کسی اهلش هست بیاد خصوصی؟
sell	کولر گازی خونه قبلی هنوز دستمه، تابستون که برسه دیر میشه، زرنگ باشید فقط دست پر بیاید
sell	میکروفن استودیوییم دیگه به کارم نمیاد، صداش هم عالیه، بیاید کنار بیایم سرش
sell	دوتا صندلی گیمینگ دارم یکیش زیادیه، اونی که میدونه قدرشو، بیاد پی وی جبران کنه
sell	گلدونای مونستررامو زیاد قلمه زدم جا ندارم دیگه، یه چیزی بدید بچه‌هامو ببرید 🌱
sell	کاکا ایخُم موتورمو بفروشُم، هوندا مدل ۹۴، سالمِ سالم، بیو بوینش ضرر نیکنی
sell	یه یخچال دوقلو دارُم سی فروش، سه ساله فقط کار کرده، هر که ایخوا پیام بده
sell	گوشیمو ایخُم بفروشُم، سامسونگ A52، صفحه‌ش یه خط ریز داره ولی خوب کار ایکنه، ۸ تومن
sell	دو تا بز نر چاق دارُم سی فروختن، جفتش ۱۴ تومن، وردار ببر خیرشه ببینی
sell	فرش دستباف دام سی فروشه ایذارُم، رنگ گیاهی، کار خود ولاته، جدی خواستی پی‌وی بیا
sell	پرایدمو ایخُم رد کنُم بره، موتورش تازه تعمیره، لاستیکاش نوئن، هر که خواس بیا حضوری بوین
sell	زمین لب جاده دارُم سی فروش، سنددار، کاکا جون همچه فرصتی دیه گیرت نیا ها
sell	یه جفت پوتین کوه نو دارُم اندازه‌م نبی، سایز ۴۳، نصف قیمت وردار ببر
sell	عسل طبیعی زردکوه اووردُم، کیلویی ۴۵۰، ناخالصی داشت پولت پسه
sell	تراکتور فرگوسنمونه ایخُیم بفروشیم، لاستیکاش نوئه، خوت بیو بوین کاکا
sell	دام گفته قالیچه‌هانه بفروشُم، سه تان، دستباف بختیاری، قیمتش توافقیه
sell	موبایل نوکیا ساده دارُم سی فروش، سی پیرمردا خوبه، ۴۰۰ تومن ناقابل
sell	ضروری ایفروشُم: سرویس چوب اتاق خواب، جامون تنگه سیش، زیر قیمت ایدُم وردار ببر
sell	قارداش ماشینیمی میفروشم، پژو ۲۰۶ تیپ ۵، بی‌رنگ، قیمت توافقی، پیام وئرین
sell	باجی‌لار سرویس قابلمه گرانیتی نو دارم، باکیدان گلیب، اصلِ اصله، تکی و عمده میفروشم
sell	گوشی شیائومی ردمی نوت ۱۰ ساتیرام، باتریسی عالیدی، ایسته‌ین پی‌وی گلسین
sell	فرش تبریز دستباف میفروشم قارداش، شش متری طرح ماهی، فقط خریدار جدی پیام وئرسین
sell	یخچالیمی ساتماق ایستیرم، تازه‌دی والا، کوچوک ائوه کوچموشوک جا یوخدی
sell	موتور هوندا ۱۲۵ ساتیلیر داداش، مدارک تکمیل، قیمتی پی‌وی‌ده دئیه‌جم
sell	قارداشلار مغازمی واگذار ائلیرم، بازار یانیندا، اجاره‌سی مناسبدی، زنگ وورون دانیشاق
sell	آی باجی لباس بچه تزه گلیب، عمده و تکی وار، قیمتلر چوخ مناسبدی، آلان گلسین
sell	لپ‌تاپ ایشلنمیش ساتیرام، لنوو رم ۸، اوزو ده تمیزدی، ایسته‌ین پیام وئرین
sell	قارداش آجیل مغازه‌سی‌نین مالینی بیرلیکده ساتیرام، جنس تازه‌دی، ضرر ائتمیرسن
sell	ساغ اولون، یه دست مبل هفت نفره میفروشم، رنگی کرم، عکسلرین ایسته‌ین پی‌وی وئریرم
sell	باجی جان کیف و کفش زنانه ترکیه‌دن گتیرمیشم، قیمتی مناسب ساتیرام، پیام وئرین
sell	داداش پلی‌استیشن ۴ ساتیرام ایکی دسته ایله، اویونلار دا اوستونده، گلین آپارین
sell	قارداش زعفران اصل ساتیرام، مثقالی میدم، آلان اولسا پیام وئرسین
sell	جان برار ماشین ره خامبه بروشم، پراید ۱۳۱ مدل ۹۶، بی‌رنگ، بابل هسته
sell	تی قوربان یه ویلا نیم‌ساخت دارم فروشی، لاهیجان اطراف، سنددار، قیمت پی‌وی
sell	برنج هاشمی امساله دأریم، بوجار بزه، کیلو ۹۸، خأیی بیه در باغ ببر
sell	مه موتور هوندا ره فوروشم درم، مدارک تمام، رشت، خواهان جدی پیام هده
sell	گاو شیری دارمه خامبه بروشم، روزی ۱۴ لیتر شیر دنه، ساری اطراف، جدی بود زنگ بزنه
sell	مرغ محلی و مرغانه رسمی دارم فروشی، تازه‌ی تازه، بیین ببرین جان برار
sell	زیتون پرورده و رب انار خانگی دأرم، جنس رودباره، خأستی سفارش بده
sell	کندوج قدیمی چوبی فروشی دارم، عتیقه‌باز جماعت بدو که رفت، فومنه
sell	برار جان لباسشویی اسنوا فوروشمه، دو سال بیشتر کار نکشه، تمیز هسته، آمل
sell	تی جان قوربان ماهی سفید تازه بامو، کیلویی میفروشم، انزلی، امشب بگیر که فردا نمانه
sell	چایی بهاره لاهیجان دأریم، دست‌چین، کیلو ۳۵۰، خأیید پیام بدید خودم می‌رسانم
sell	برار مه زمین شالیزار ره خامبه بروشم، دو هکتار، آب‌بندان کنار، قائم‌شهر، قیمت توافقی
sell	یه گوشی آیفون ۱۱ فوروشم درم برار، سالمِ سالم، فقط شارژرش نی‌یه، جویبار
sell	سلام دوستان گوشیمیفروشم شیائومی نوت ۱۰ در حد نو، بیاین پیوی
sell	پرایدمیفروشم مدل ۹۰ بی رنگ، فقط مصرف کننده واقعی پیام بده
sell	لباسمجلسی سایز ۳۸ تا ۴۶ موجوده، سفارشقبول میکنیم برا کل کشور
sell	موتورمیفروشم طرح باکسر مدارک کامل، تخفیفم پای معامله میدم
sell	یه سوییت تمیز نزدیک حرم اجارهمیدم شبی ۴۰۰، مدارک شناسایی الزامیه
sell	کتونیاصل نایک رسید بچه ها، فروشویژه فقط همین هفته بدویید
sell	اکانتاسپاتیفای پرمیوم میدم ماهی ۶۰ تومن، تضمینی با پشتیبانی
sell	عسلطبیعی دماوند داریم مستقیم از کندو، ارسالرایگان بالای یه کیلو
sell	یخچالساید سامسونگ دوسال بیشتر کار نکرده میفروشم، در حد نوئه
sell	کیکخانگی میپزم، سفارشتولد و عقد قبول میکنم، عکس کارام تو پیجمه
sell	فرشدستباف شیش متری نایین دارم میفروشم، قیمتشم خیلی مناسبه
sell	گلدونمیفروشم انواع ساکولنت و کاکتوس، ارسال با پیک فقط تهران
sell	مانتوعمده میدیم تولیدی خودمونه، تکفروشی هم داریم بیاین پیوی
sell	پلی استیشن ۵ دستدوم سالم با دوتا دسته میفروشم، قیمت زیر بازار
sell	زمینمیفروشم دویست متر بر جاده اصلی، سنددار تکبرگ، فوری
sell	شالوروسری جدید رسید، همه چی رو زدیم حراج زیر قیمت مغازه
sell	مرغمحلی و تخم مرغ رسمی داریم، سفارشبدید تا ظهر ارسال میشه
sell	لپتاپمیفروشم ایسوس آی فایو رم هشت، مناسب دانشجو، پیوی بیاید
sell	سیسمونینوزاد کامل میچینیم، اقساطی هم حساب میکنیم، مشاورهرایگان
sell	آپارتمان هفتاد و پنج متری تو پونک اجارهمیدم، ودیعه ۳۰۰ اجاره ۵
sell	عطراورجینال و ادکلن اماراتی موجوده، تکوعمده میزنیم به قیمت
sell	دوچرخهمیفروشم سایز ۲۶ دنده کلاجدار، تازه سرویسش کردم
sell	ناخنکار حرفه ایم، وقتمیدم برا آخر هفته، ژلیش و کاشت با مواد اصل
sell	پوشاکبچه تولید به فروش، سفارشقبول میکنیم عمده و نیم عمده
sell	گوشواره و دستبند نقره دستساز میفروشم، هر کارم تکه یه دونهست
sell	ماشینلباسشویی ال جی هفت کیلو میفروشم، خودمون میاریم دم در
sell	بلیطکنسرت ردیف جلو دارم دوتا، زیر قیمت میفروشم چون نمیتونم برم
sell	طراحیسایت میزنیم با قیمت دانشجویی، سفارشقبول میکنیم تحویل فوری
sell	خرمامضافتی اصل بم رسید، جعبهای میفروشیم، ارسالفوری به همه شهرا
sell	بچهگربه پرشین سه ماهه میفروشم با جهیزیه کامل، فقط خونه مطمئن
sell	تیشرتوشلوارک ست تابستونه زدیم حراج، عجله کنید تا تموم نشده
sell	گیفتکارت استیم و گیم پلاس موجوده، پرداختامن، پیویبیاید
sell	باغچهمیفروشم هزار متر تو شهریار، آبوبرق داره، مناسب ساخت ویلا
sell	جوجهمحلی یه ماهه دارم میفروشم، واکسنخورده، تحویل درب منزل
sell	ترشیوشور خانگی میزنیم، سفارشمیگیریم برا مغازه دارا هم
sell	صندلیگیمینگ نو آکبند میفروشم، خریدم ولی سایزش برام بزرگ بود
sell	موبایلفروشی اقساطی داریم، با چکصیادی هم میتونید ببرید
sell	پکزبان نصرت کامل میدم سی تومن، ارسالآنی لینک دانلود
sell	کولرگازیمیفروشم اجنرال کمکارکرده، نصبرایگان هم پای کارم
sell	ویلااجارهمیدم متل قو، استخرآبگرم داره، رزرو فقط با بیعانه
sell	دامنودامن شلواری کار تولیدی خودمونه، عمدهمیدیم قیمت درب کارخونه
sell	کتابکنکور دست دوم تمیز میفروشم نصف قیمت، تستاش نزدهست
sell	واسه کاشت ناخن هفته بعد فقط دوتا تایم خالی دارم، کیا میخوان؟ دایرکت بدید 💅
sell	اینم رضایت مشتری امروزمون 😍 لمینت مژه طبیعی، خودش که کلی ذوق کرد... شما هم وقت میخواید پی‌وی بدید
sell	تدریس خصوصی ریاضی از هفتم تا کنکور، جلسه اول رایگانه، فقط کافیه یه پیام بدی
sell	رزومه‌ت جواب نمیده؟ برات یه رزومه می‌نویسم که مصاحبه بگیری، بیا پی‌وی حرف بزنیم
sell	رنگ و مش امروز، کار خودمه ✂️ نظرتون چیه؟ برای نوبت به همین آیدی پیام بدید
sell	عکاسی نوزاد با دکور اختصاصی 🍼 تایمای آخر هفته داره پر میشه، زودتر هماهنگ کنید
sell	مانتو عیدتو بده من بدوزم، اندازه خودت، پرو حضوری، وقتشو باهام هماهنگ کن
